,Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Time of day,Status-Pickup,Request timestamp Hr,Supply,Demand
3128,6098,Airport,73.0,Cancelled,2016-07-15 14:40:08,0,Noon,Cancelled-Airport,14,0,1
3129,2048,Airport,74.0,Cancelled,2016-07-12 14:40:00,0,Noon,Cancelled-Airport,14,0,1
3130,2844,Airport,74.0,Cancelled,2016-07-13 05:28:12,0,Early Morning,Cancelled-Airport,5,0,1
3131,1426,City,76.0,Cancelled,2016-07-12 04:24:00,0,Early Morning,Cancelled-City,4,0,1
3132,2969,City,76.0,Cancelled,2016-07-13 06:52:10,0,Early Morning,Cancelled-City,6,0,1
3133,5584,City,76.0,Cancelled,2016-07-15 05:53:54,0,Early Morning,Cancelled-City,5,0,1
3134,1704,City,77.0,Cancelled,2016-07-12 07:59:00,0,Morning,Cancelled-City,7,0,1
3135,3399,City,77.0,Cancelled,2016-07-13 15:05:30,0,Noon,Cancelled-City,15,0,1
3136,4298,City,77.0,Cancelled,2016-07-14 06:40:29,0,Early Morning,Cancelled-City,6,0,1
3137,4019,City,78.0,Cancelled,2016-07-13 00:00:24,0,Midnight,Cancelled-City,0,0,1
3138,3197,City,78.0,Cancelled,2016-07-13 09:44:52,0,Morning,Cancelled-City,9,0,1
3139,4166,City,78.0,Cancelled,2016-07-14 05:10:41,0,Early Morning,Cancelled-City,5,0,1
3140,4238,City,78.0,Cancelled,2016-07-14 05:54:41,0,Early Morning,Cancelled-City,5,0,1
3141,5894,City,78.0,Cancelled,2016-07-15 09:46:14,0,Morning,Cancelled-City,9,0,1
3142,6647,City,78.0,Cancelled,2016-07-15 22:02:02,0,Night,Cancelled-City,22,0,1
3143,210,City,79.0,Cancelled,2016-07-11 06:12:00,0,Early Morning,Cancelled-City,6,0,1
3144,403,City,79.0,Cancelled,2016-07-11 08:35:00,0,Morning,Cancelled-City,8,0,1
3145,568,Airport,79.0,Cancelled,2016-07-11 10:23:00,0,Morning,Cancelled-Airport,10,0,1
3146,856,City,79.0,Cancelled,2016-07-11 17:47:00,0,Evening,Cancelled-City,17,0,1
3147,1757,City,79.0,Cancelled,2016-07-12 08:38:00,0,Morning,Cancelled-City,8,0,1
3148,2842,City,79.0,Cancelled,2016-07-13 05:17:08,0,Early Morning,Cancelled-City,5,0,1
3149,3147,City,80.0,Cancelled,2016-07-13 08:55:48,0,Morning,Cancelled-City,8,0,1
3150,4497,City,80.0,Cancelled,2016-07-14 08:59:45,0,Morning,Cancelled-City,8,0,1
3151,4770,City,80.0,Cancelled,2016-07-14 15:52:41,0,Noon,Cancelled-City,15,0,1
3152,5493,City,80.0,Cancelled,2016-07-15 05:01:35,0,Early Morning,Cancelled-City,5,0,1
3153,5540,City,80.0,Cancelled,2016-07-15 05:27:47,0,Early Morning,Cancelled-City,5,0,1
3154,2003,Airport,81.0,Cancelled,2016-07-12 13:19:00,0,Noon,Cancelled-Airport,13,0,1
3155,4179,City,81.0,Cancelled,2016-07-14 05:27:26,0,Early Morning,Cancelled-City,5,0,1
3156,4561,City,81.0,Cancelled,2016-07-14 09:43:37,0,Morning,Cancelled-City,9,0,1
3157,5806,Airport,81.0,Cancelled,2016-07-15 08:46:33,0,Morning,Cancelled-Airport,8,0,1
3158,1881,City,82.0,Cancelled,2016-07-12 10:04:00,0,Morning,Cancelled-City,10,0,1
3159,3235,City,82.0,Cancelled,2016-07-13 10:01:02,0,Morning,Cancelled-City,10,0,1
3160,5604,City,82.0,Cancelled,2016-07-15 06:08:30,0,Early Morning,Cancelled-City,6,0,1
3161,1557,City,83.0,Cancelled,2016-07-12 06:17:00,0,Early Morning,Cancelled-City,6,0,1
3162,1661,City,83.0,Cancelled,2016-07-12 07:30:00,0,Morning,Cancelled-City,7,0,1
3163,2022,City,83.0,Cancelled,2016-07-12 13:45:00,0,Noon,Cancelled-City,13,0,1
3164,3188,City,83.0,Cancelled,2016-07-13 09:34:22,0,Morning,Cancelled-City,9,0,1
3165,5655,City,83.0,Cancelled,2016-07-15 06:59:47,0,Early Morning,Cancelled-City,6,0,1
3166,5903,City,83.0,Cancelled,2016-07-15 09:58:03,0,Morning,Cancelled-City,9,0,1
3167,6209,Airport,83.0,Cancelled,2016-07-15 17:32:54,0,Evening,Cancelled-Airport,17,0,1
3168,536,City,84.0,Cancelled,2016-07-11 09:59:00,0,Morning,Cancelled-City,9,0,1
3169,1134,Airport,84.0,Cancelled,2016-07-11 20:33:00,0,Night,Cancelled-Airport,20,0,1
3170,1604,City,84.0,Cancelled,2016-07-12 06:37:00,0,Early Morning,Cancelled-City,6,0,1
3171,1653,City,84.0,Cancelled,2016-07-12 07:27:00,0,Morning,Cancelled-City,7,0,1
3172,1695,City,84.0,Cancelled,2016-07-12 07:57:00,0,Morning,Cancelled-City,7,0,1
3173,2750,City,84.0,Cancelled,2016-07-13 03:24:24,0,Midnight,Cancelled-City,3,0,1
3174,2884,City,84.0,Cancelled,2016-07-13 05:54:44,0,Early Morning,Cancelled-City,5,0,1
3175,3191,City,84.0,Cancelled,2016-07-13 09:32:18,0,Morning,Cancelled-City,9,0,1
3176,3193,City,84.0,Cancelled,2016-07-13 09:33:21,0,Morning,Cancelled-City,9,0,1
3177,3524,City,84.0,Cancelled,2016-07-13 17:51:15,0,Evening,Cancelled-City,17,0,1
3178,4294,City,84.0,Cancelled,2016-07-14 06:40:54,0,Early Morning,Cancelled-City,6,0,1
3179,4484,City,84.0,Cancelled,2016-07-14 08:55:30,0,Morning,Cancelled-City,8,0,1
3180,324,City,85.0,Cancelled,2016-07-11 07:40:00,0,Morning,Cancelled-City,7,0,1
3181,3351,Airport,85.0,Cancelled,2016-07-13 13:20:21,0,Noon,Cancelled-Airport,13,0,1
3182,4195,City,85.0,Cancelled,2016-07-14 05:28:28,0,Early Morning,Cancelled-City,5,0,1
3183,5685,City,85.0,Cancelled,2016-07-15 07:17:02,0,Morning,Cancelled-City,7,0,1
3184,2889,City,86.0,Cancelled,2016-07-13 05:55:36,0,Early Morning,Cancelled-City,5,0,1
3185,4301,City,86.0,Cancelled,2016-07-14 06:46:41,0,Early Morning,Cancelled-City,6,0,1
3186,1294,City,87.0,Cancelled,2016-07-11 22:26:00,0,Night,Cancelled-City,22,0,1
3187,5935,City,87.0,Cancelled,2016-07-15 10:13:46,0,Morning,Cancelled-City,10,0,1
3188,428,City,88.0,Cancelled,2016-07-11 08:48:00,0,Morning,Cancelled-City,8,0,1
3189,450,City,88.0,Cancelled,2016-07-11 09:11:00,0,Morning,Cancelled-City,9,0,1
3190,4510,City,88.0,Cancelled,2016-07-14 09:07:46,0,Morning,Cancelled-City,9,0,1
3191,432,City,89.0,Cancelled,2016-07-11 08:52:00,0,Morning,Cancelled-City,8,0,1
3192,2491,Airport,89.0,Cancelled,2016-07-12 20:55:00,0,Night,Cancelled-Airport,20,0,1
3193,5569,City,89.0,Cancelled,2016-07-15 05:41:45,0,Early Morning,Cancelled-City,5,0,1
3194,5671,City,89.0,Cancelled,2016-07-15 07:05:11,0,Morning,Cancelled-City,7,0,1
3195,6374,City,89.0,Cancelled,2016-07-15 19:10:02,0,Evening,Cancelled-City,19,0,1
3196,4464,City,90.0,Cancelled,2016-07-14 08:42:46,0,Morning,Cancelled-City,8,0,1
3197,5609,City,90.0,Cancelled,2016-07-15 06:15:40,0,Early Morning,Cancelled-City,6,0,1
3198,5848,City,90.0,Cancelled,2016-07-15 09:04:50,0,Morning,Cancelled-City,9,0,1
3199,543,City,91.0,Cancelled,2016-07-11 10:03:00,0,Morning,Cancelled-City,10,0,1
3200,2828,City,92.0,Cancelled,2016-07-13 05:20:11,0,Early Morning,Cancelled-City,5,0,1
3201,2993,City,92.0,Cancelled,2016-07-13 07:05:55,0,Morning,Cancelled-City,7,0,1
3202,3018,Airport,92.0,Cancelled,2016-07-13 07:27:44,0,Morning,Cancelled-Airport,7,0,1
3203,4155,City,92.0,Cancelled,2016-07-14 05:06:35,0,Early Morning,Cancelled-City,5,0,1
3204,2552,City,93.0,Cancelled,2016-07-12 21:23:00,0,Night,Cancelled-City,21,0,1
3205,3430,Airport,93.0,Cancelled,2016-07-13 16:01:54,0,Evening,Cancelled-Airport,16,0,1
3206,4167,City,93.0,Cancelled,2016-07-14 05:13:45,0,Early Morning,Cancelled-City,5,0,1
3207,5508,City,93.0,Cancelled,2016-07-15 05:04:48,0,Early Morning,Cancelled-City,5,0,1
3208,5729,City,93.0,Cancelled,2016-07-15 07:49:27,0,Morning,Cancelled-City,7,0,1
3209,202,City,94.0,Cancelled,2016-07-11 06:09:00,0,Early Morning,Cancelled-City,6,0,1
3210,341,City,94.0,Cancelled,2016-07-11 07:46:00,0,Morning,Cancelled-City,7,0,1
3211,3049,City,94.0,Cancelled,2016-07-13 07:43:49,0,Morning,Cancelled-City,7,0,1
3212,6323,Airport,94.0,Cancelled,2016-07-15 18:39:39,0,Evening,Cancelled-Airport,18,0,1
3213,6462,City,94.0,Cancelled,2016-07-15 20:11:36,0,Night,Cancelled-City,20,0,1
3214,3242,City,95.0,Cancelled,2016-07-13 10:08:10,0,Morning,Cancelled-City,10,0,1
3215,4499,City,95.0,Cancelled,2016-07-14 09:01:54,0,Morning,Cancelled-City,9,0,1
3216,3182,City,96.0,Cancelled,2016-07-13 09:24:57,0,Morning,Cancelled-City,9,0,1
3217,4173,City,96.0,Cancelled,2016-07-14 05:08:03,0,Early Morning,Cancelled-City,5,0,1
3218,4189,City,96.0,Cancelled,2016-07-14 05:25:55,0,Early Morning,Cancelled-City,5,0,1
3219,6390,Airport,96.0,Cancelled,2016-07-15 19:19:26,0,Evening,Cancelled-Airport,19,0,1
3220,1231,City,97.0,Cancelled,2016-07-11 21:34:00,0,Night,Cancelled-City,21,0,1
3221,1589,City,97.0,Cancelled,2016-07-12 06:35:00,0,Early Morning,Cancelled-City,6,0,1
3222,1815,City,97.0,Cancelled,2016-07-12 09:20:00,0,Morning,Cancelled-City,9,0,1
3223,5678,City,97.0,Cancelled,2016-07-15 07:09:12,0,Morning,Cancelled-City,7,0,1
3224,239,City,98.0,Cancelled,2016-07-11 06:25:00,0,Early Morning,Cancelled-City,6,0,1
3225,551,City,98.0,Cancelled,2016-07-11 10:10:00,0,Morning,Cancelled-City,10,0,1
3226,2097,Airport,98.0,Cancelled,2016-07-12 16:03:00,0,Evening,Cancelled-Airport,16,0,1
3227,2613,Airport,98.0,Cancelled,2016-07-12 22:06:00,0,Night,Cancelled-Airport,22,0,1
3228,5497,City,98.0,Cancelled,2016-07-15 05:00:30,0,Early Morning,Cancelled-City,5,0,1
3229,5668,City,98.0,Cancelled,2016-07-15 07:06:58,0,Morning,Cancelled-City,7,0,1
3230,482,City,99.0,Cancelled,2016-07-11 09:25:00,0,Morning,Cancelled-City,9,0,1
3231,544,City,99.0,Cancelled,2016-07-11 10:07:00,0,Morning,Cancelled-City,10,0,1
3232,1227,Airport,99.0,Cancelled,2016-07-11 21:32:00,0,Night,Cancelled-Airport,21,0,1
3233,1489,City,99.0,Cancelled,2016-07-12 05:21:00,0,Early Morning,Cancelled-City,5,0,1
3234,2588,Airport,99.0,Cancelled,2016-07-12 21:45:00,0,Night,Cancelled-Airport,21,0,1
3235,3152,City,99.0,Cancelled,2016-07-13 08:57:47,0,Morning,Cancelled-City,8,0,1
3236,5853,City,99.0,Cancelled,2016-07-15 09:10:12,0,Morning,Cancelled-City,9,0,1
3237,2933,City,100.0,Cancelled,2016-07-13 06:26:18,0,Early Morning,Cancelled-City,6,0,1
3238,5543,City,100.0,Cancelled,2016-07-15 05:30:53,0,Early Morning,Cancelled-City,5,0,1
3239,1356,City,101.0,Cancelled,2016-07-11 23:42:00,0,Night,Cancelled-City,23,0,1
3240,1403,City,101.0,Cancelled,2016-07-12 02:39:00,0,Midnight,Cancelled-City,2,0,1
3241,2459,Airport,101.0,Cancelled,2016-07-12 20:30:00,0,Night,Cancelled-Airport,20,0,1
3242,3023,City,101.0,Cancelled,2016-07-13 07:27:40,0,Morning,Cancelled-City,7,0,1
3243,4444,City,101.0,Cancelled,2016-07-14 08:28:21,0,Morning,Cancelled-City,8,0,1
3244,1733,City,102.0,Cancelled,2016-07-12 08:23:00,0,Morning,Cancelled-City,8,0,1
3245,1937,Airport,102.0,Cancelled,2016-07-12 11:26:00,0,Morning,Cancelled-Airport,11,0,1
3246,5614,City,102.0,Cancelled,2016-07-15 06:14:39,0,Early Morning,Cancelled-City,6,0,1
3247,5718,City,102.0,Cancelled,2016-07-15 07:39:12,0,Morning,Cancelled-City,7,0,1
3248,334,City,103.0,Cancelled,2016-07-11 07:40:00,0,Morning,Cancelled-City,7,0,1
3249,1107,City,103.0,Cancelled,2016-07-11 20:14:00,0,Night,Cancelled-City,20,0,1
3250,3033,City,103.0,Cancelled,2016-07-13 07:35:16,0,Morning,Cancelled-City,7,0,1
3251,3099,City,103.0,Cancelled,2016-07-13 08:22:13,0,Morning,Cancelled-City,8,0,1
3252,4302,City,103.0,Cancelled,2016-07-14 06:48:59,0,Early Morning,Cancelled-City,6,0,1
3253,4829,City,103.0,Cancelled,2016-07-14 17:25:49,0,Evening,Cancelled-City,17,0,1
3254,5854,Airport,103.0,Cancelled,2016-07-15 09:09:32,0,Morning,Cancelled-Airport,9,0,1
3255,427,City,104.0,Cancelled,2016-07-11 08:48:00,0,Morning,Cancelled-City,8,0,1
3256,852,Airport,104.0,Cancelled,2016-07-11 17:48:00,0,Evening,Cancelled-Airport,17,0,1
3257,1931,City,104.0,Cancelled,2016-07-12 11:13:00,0,Morning,Cancelled-City,11,0,1
3258,3292,Airport,104.0,Cancelled,2016-07-13 11:18:55,0,Morning,Cancelled-Airport,11,0,1
3259,5154,Airport,104.0,Cancelled,2016-07-14 20:19:26,0,Night,Cancelled-Airport,20,0,1
3260,5627,City,104.0,Cancelled,2016-07-15 06:34:09,0,Early Morning,Cancelled-City,6,0,1
3261,5751,City,104.0,Cancelled,2016-07-15 08:03:01,0,Morning,Cancelled-City,8,0,1
3262,308,City,105.0,Cancelled,2016-07-11 07:22:00,0,Morning,Cancelled-City,7,0,1
3263,2890,City,105.0,Cancelled,2016-07-13 05:55:20,0,Early Morning,Cancelled-City,5,0,1
3264,4245,City,105.0,Cancelled,2016-07-14 05:58:24,0,Early Morning,Cancelled-City,5,0,1
3265,4423,City,105.0,Cancelled,2016-07-14 08:18:46,0,Morning,Cancelled-City,8,0,1
3266,212,City,106.0,Cancelled,2016-07-11 06:09:00,0,Early Morning,Cancelled-City,6,0,1
3267,3034,City,106.0,Cancelled,2016-07-13 07:39:44,0,Morning,Cancelled-City,7,0,1
3268,6669,City,106.0,Cancelled,2016-07-15 22:12:00,0,Night,Cancelled-City,22,0,1
3269,252,City,107.0,Cancelled,2016-07-11 06:36:00,0,Early Morning,Cancelled-City,6,0,1
3270,391,City,107.0,Cancelled,2016-07-11 08:24:00,0,Morning,Cancelled-City,8,0,1
3271,412,City,107.0,Cancelled,2016-07-11 08:37:00,0,Morning,Cancelled-City,8,0,1
3272,5709,City,107.0,Cancelled,2016-07-15 07:44:55,0,Morning,Cancelled-City,7,0,1
3273,6300,Airport,107.0,Cancelled,2016-07-15 18:20:30,0,Evening,Cancelled-Airport,18,0,1
3274,381,City,108.0,Cancelled,2016-07-11 08:16:00,0,Morning,Cancelled-City,8,0,1
3275,3030,City,108.0,Cancelled,2016-07-13 07:32:06,0,Morning,Cancelled-City,7,0,1
3276,3671,Airport,108.0,Cancelled,2016-07-13 19:28:05,0,Evening,Cancelled-Airport,19,0,1
3277,4186,City,108.0,Cancelled,2016-07-14 05:24:34,0,Early Morning,Cancelled-City,5,0,1
3278,4281,City,108.0,Cancelled,2016-07-14 06:23:20,0,Early Morning,Cancelled-City,6,0,1
3279,1864,City,109.0,Cancelled,2016-07-12 09:54:00,0,Morning,Cancelled-City,9,0,1
3280,2073,City,109.0,Cancelled,2016-07-12 15:27:00,0,Noon,Cancelled-City,15,0,1
3281,3113,City,109.0,Cancelled,2016-07-13 08:36:12,0,Morning,Cancelled-City,8,0,1
3282,4885,City,109.0,Cancelled,2016-07-14 17:56:19,0,Evening,Cancelled-City,17,0,1
3283,326,City,110.0,Cancelled,2016-07-11 07:33:00,0,Morning,Cancelled-City,7,0,1
3284,1401,City,110.0,Cancelled,2016-07-12 02:42:00,0,Midnight,Cancelled-City,2,0,1
3285,2792,City,110.0,Cancelled,2016-07-13 04:58:06,0,Early Morning,Cancelled-City,4,0,1
3286,149,City,111.0,Cancelled,2016-07-11 05:29:00,0,Early Morning,Cancelled-City,5,0,1
3287,368,City,111.0,Cancelled,2016-07-11 08:06:00,0,Morning,Cancelled-City,8,0,1
3288,1927,City,111.0,Cancelled,2016-07-12 11:08:00,0,Morning,Cancelled-City,11,0,1
3289,2068,Airport,112.0,Cancelled,2016-07-12 15:13:00,0,Noon,Cancelled-Airport,15,0,1
3290,2396,Airport,112.0,Cancelled,2016-07-12 19:52:00,0,Evening,Cancelled-Airport,19,0,1
3291,4890,City,112.0,Cancelled,2016-07-14 17:55:51,0,Evening,Cancelled-City,17,0,1
3292,2117,City,113.0,Cancelled,2016-07-12 16:33:00,0,Evening,Cancelled-City,16,0,1
3293,2780,City,113.0,Cancelled,2016-07-13 04:43:32,0,Early Morning,Cancelled-City,4,0,1
3294,4863,Airport,113.0,Cancelled,2016-07-14 17:40:14,0,Evening,Cancelled-Airport,17,0,1
3295,5782,City,113.0,Cancelled,2016-07-15 08:35:31,0,Morning,Cancelled-City,8,0,1
3296,188,City,114.0,Cancelled,2016-07-11 05:54:00,0,Early Morning,Cancelled-City,5,0,1
3297,1699,City,114.0,Cancelled,2016-07-12 08:02:00,0,Morning,Cancelled-City,8,0,1
3298,3043,City,114.0,Cancelled,2016-07-13 07:42:32,0,Morning,Cancelled-City,7,0,1
3299,3818,Airport,114.0,Cancelled,2016-07-13 21:06:59,0,Night,Cancelled-Airport,21,0,1
3300,4187,City,114.0,Cancelled,2016-07-14 05:27:38,0,Early Morning,Cancelled-City,5,0,1
3301,4381,City,114.0,Cancelled,2016-07-14 07:45:41,0,Morning,Cancelled-City,7,0,1
3302,4530,City,114.0,Cancelled,2016-07-14 09:33:37,0,Morning,Cancelled-City,9,0,1
3303,4774,Airport,114.0,Cancelled,2016-07-14 15:59:04,0,Noon,Cancelled-Airport,15,0,1
3304,5423,City,114.0,Cancelled,2016-07-15 02:11:10,0,Midnight,Cancelled-City,2,0,1
3305,4011,City,115.0,Cancelled,2016-07-13 23:45:26,0,Night,Cancelled-City,23,0,1
3306,4556,City,115.0,Cancelled,2016-07-14 09:40:49,0,Morning,Cancelled-City,9,0,1
3307,354,City,116.0,Cancelled,2016-07-11 07:59:00,0,Morning,Cancelled-City,7,0,1
3308,1618,City,116.0,Cancelled,2016-07-12 06:52:00,0,Early Morning,Cancelled-City,6,0,1
3309,3019,City,117.0,Cancelled,2016-07-13 07:25:48,0,Morning,Cancelled-City,7,0,1
3310,5469,City,117.0,Cancelled,2016-07-15 04:42:55,0,Early Morning,Cancelled-City,4,0,1
3311,5731,City,117.0,Cancelled,2016-07-15 07:47:32,0,Morning,Cancelled-City,7,0,1
3312,5839,City,117.0,Cancelled,2016-07-15 08:57:28,0,Morning,Cancelled-City,8,0,1
3313,1660,City,118.0,Cancelled,2016-07-12 07:26:00,0,Morning,Cancelled-City,7,0,1
3314,3146,City,118.0,Cancelled,2016-07-13 08:56:49,0,Morning,Cancelled-City,8,0,1
3315,174,Airport,119.0,Cancelled,2016-07-11 05:44:00,0,Early Morning,Cancelled-Airport,5,0,1
3316,321,City,119.0,Cancelled,2016-07-11 07:30:00,0,Morning,Cancelled-City,7,0,1
3317,2973,City,119.0,Cancelled,2016-07-13 06:57:56,0,Early Morning,Cancelled-City,6,0,1
3318,5691,City,119.0,Cancelled,2016-07-15 07:26:32,0,Morning,Cancelled-City,7,0,1
3319,5748,City,119.0,Cancelled,2016-07-15 07:57:58,0,Morning,Cancelled-City,7,0,1
3320,404,City,120.0,Cancelled,2016-07-11 08:39:00,0,Morning,Cancelled-City,8,0,1
3321,2474,Airport,120.0,Cancelled,2016-07-12 20:35:00,0,Night,Cancelled-Airport,20,0,1
3322,4374,City,120.0,Cancelled,2016-07-14 07:35:39,0,Morning,Cancelled-City,7,0,1
3323,4461,City,120.0,Cancelled,2016-07-14 08:36:56,0,Morning,Cancelled-City,8,0,1
3324,4731,City,120.0,Cancelled,2016-07-14 14:09:23,0,Noon,Cancelled-City,14,0,1
3325,5798,City,120.0,Cancelled,2016-07-15 08:40:38,0,Morning,Cancelled-City,8,0,1
3326,3849,City,121.0,Cancelled,2016-07-13 21:36:47,0,Night,Cancelled-City,21,0,1
3327,5763,City,121.0,Cancelled,2016-07-15 08:20:33,0,Morning,Cancelled-City,8,0,1
3328,5815,City,121.0,Cancelled,2016-07-15 08:47:14,0,Morning,Cancelled-City,8,0,1
3329,5826,City,121.0,Cancelled,2016-07-15 08:50:52,0,Morning,Cancelled-City,8,0,1
3330,3782,City,122.0,Cancelled,2016-07-13 20:45:49,0,Night,Cancelled-City,20,0,1
3331,4630,City,122.0,Cancelled,2016-07-14 11:17:20,0,Morning,Cancelled-City,11,0,1
3332,437,City,123.0,Cancelled,2016-07-11 08:59:00,0,Morning,Cancelled-City,8,0,1
3333,122,City,124.0,Cancelled,2016-07-11 05:14:00,0,Early Morning,Cancelled-City,5,0,1
3334,4487,City,124.0,Cancelled,2016-07-14 08:53:59,0,Morning,Cancelled-City,8,0,1
3335,5551,City,124.0,Cancelled,2016-07-15 05:30:17,0,Early Morning,Cancelled-City,5,0,1
3336,2927,City,125.0,Cancelled,2016-07-13 06:19:51,0,Early Morning,Cancelled-City,6,0,1
3337,3176,City,125.0,Cancelled,2016-07-13 09:10:16,0,Morning,Cancelled-City,9,0,1
3338,3253,City,125.0,Cancelled,2016-07-13 10:19:32,0,Morning,Cancelled-City,10,0,1
3339,6759,City,125.0,Cancelled,2016-07-15 23:59:29,0,Night,Cancelled-City,23,0,1
3340,848,Airport,126.0,Cancelled,2016-07-11 17:44:00,0,Evening,Cancelled-Airport,17,0,1
3341,1674,City,126.0,Cancelled,2016-07-12 07:47:00,0,Morning,Cancelled-City,7,0,1
3342,3159,City,126.0,Cancelled,2016-07-13 09:11:22,0,Morning,Cancelled-City,9,0,1
3343,3208,City,126.0,Cancelled,2016-07-13 09:45:21,0,Morning,Cancelled-City,9,0,1
3344,2803,City,127.0,Cancelled,2016-07-13 04:58:21,0,Early Morning,Cancelled-City,4,0,1
3345,3232,Airport,127.0,Cancelled,2016-07-13 10:02:13,0,Morning,Cancelled-Airport,10,0,1
3346,4271,City,127.0,Cancelled,2016-07-14 06:13:47,0,Early Morning,Cancelled-City,6,0,1
3347,5591,City,127.0,Cancelled,2016-07-15 05:58:18,0,Early Morning,Cancelled-City,5,0,1
3348,549,City,128.0,Cancelled,2016-07-11 10:04:00,0,Morning,Cancelled-City,10,0,1
3349,1776,Airport,128.0,Cancelled,2016-07-12 09:02:00,0,Morning,Cancelled-Airport,9,0,1
3350,2910,City,128.0,Cancelled,2016-07-13 06:12:30,0,Early Morning,Cancelled-City,6,0,1
3351,492,City,129.0,Cancelled,2016-07-11 09:32:00,0,Morning,Cancelled-City,9,0,1
3352,963,Airport,129.0,Cancelled,2016-07-11 18:44:00,0,Evening,Cancelled-Airport,18,0,1
3353,1505,City,129.0,Cancelled,2016-07-12 05:39:00,0,Early Morning,Cancelled-City,5,0,1
3354,2923,City,129.0,Cancelled,2016-07-13 06:23:23,0,Early Morning,Cancelled-City,6,0,1
3355,4396,City,129.0,Cancelled,2016-07-14 07:55:58,0,Morning,Cancelled-City,7,0,1
3356,5639,City,129.0,Cancelled,2016-07-15 06:44:03,0,Early Morning,Cancelled-City,6,0,1
3357,6348,Airport,129.0,Cancelled,2016-07-15 18:50:59,0,Evening,Cancelled-Airport,18,0,1
3358,253,City,130.0,Cancelled,2016-07-11 06:43:00,0,Early Morning,Cancelled-City,6,0,1
3359,379,City,130.0,Cancelled,2016-07-11 08:18:00,0,Morning,Cancelled-City,8,0,1
3360,463,City,130.0,Cancelled,2016-07-11 09:12:00,0,Morning,Cancelled-City,9,0,1
3361,1848,City,130.0,Cancelled,2016-07-12 09:41:00,0,Morning,Cancelled-City,9,0,1
3362,2897,City,130.0,Cancelled,2016-07-13 06:00:28,0,Early Morning,Cancelled-City,6,0,1
3363,6398,Airport,130.0,Cancelled,2016-07-15 19:23:51,0,Evening,Cancelled-Airport,19,0,1
3364,229,City,131.0,Cancelled,2016-07-11 06:23:00,0,Early Morning,Cancelled-City,6,0,1
3365,1683,City,131.0,Cancelled,2016-07-12 07:57:00,0,Morning,Cancelled-City,7,0,1
3366,1728,City,131.0,Cancelled,2016-07-12 08:20:00,0,Morning,Cancelled-City,8,0,1
3367,1777,City,131.0,Cancelled,2016-07-12 08:58:00,0,Morning,Cancelled-City,8,0,1
3368,1868,City,131.0,Cancelled,2016-07-12 09:59:00,0,Morning,Cancelled-City,9,0,1
3369,2801,City,131.0,Cancelled,2016-07-13 04:57:03,0,Early Morning,Cancelled-City,4,0,1
3370,2920,City,131.0,Cancelled,2016-07-13 06:22:21,0,Early Morning,Cancelled-City,6,0,1
3371,5849,City,131.0,Cancelled,2016-07-15 09:09:40,0,Morning,Cancelled-City,9,0,1
3372,1738,City,132.0,Cancelled,2016-07-12 08:26:00,0,Morning,Cancelled-City,8,0,1
3373,3107,City,132.0,Cancelled,2016-07-13 08:28:37,0,Morning,Cancelled-City,8,0,1
3374,3359,Airport,132.0,Cancelled,2016-07-13 13:29:42,0,Noon,Cancelled-Airport,13,0,1
3375,4021,City,132.0,Cancelled,2016-07-13 23:56:13,0,Night,Cancelled-City,23,0,1
3376,4163,Airport,132.0,Cancelled,2016-07-14 05:08:28,0,Early Morning,Cancelled-Airport,5,0,1
3377,4314,City,133.0,Cancelled,2016-07-14 06:51:11,0,Early Morning,Cancelled-City,6,0,1
3378,5116,City,133.0,Cancelled,2016-07-14 20:08:14,0,Night,Cancelled-City,20,0,1
3379,1114,Airport,134.0,Cancelled,2016-07-11 20:19:00,0,Night,Cancelled-Airport,20,0,1
3380,5221,Airport,134.0,Cancelled,2016-07-14 21:01:34,0,Night,Cancelled-Airport,21,0,1
3381,5643,City,134.0,Cancelled,2016-07-15 06:50:14,0,Early Morning,Cancelled-City,6,0,1
3382,1742,City,135.0,Cancelled,2016-07-12 08:30:00,0,Morning,Cancelled-City,8,0,1
3383,1979,Airport,135.0,Cancelled,2016-07-12 12:25:00,0,Noon,Cancelled-Airport,12,0,1
3384,2860,City,135.0,Cancelled,2016-07-13 05:41:43,0,Early Morning,Cancelled-City,5,0,1
3385,3206,City,135.0,Cancelled,2016-07-13 09:41:26,0,Morning,Cancelled-City,9,0,1
3386,5475,City,135.0,Cancelled,2016-07-15 04:49:57,0,Early Morning,Cancelled-City,4,0,1
3387,5710,City,135.0,Cancelled,2016-07-15 07:38:39,0,Morning,Cancelled-City,7,0,1
3388,1555,Airport,136.0,Cancelled,2016-07-12 06:10:00,0,Early Morning,Cancelled-Airport,6,0,1
3389,2672,City,136.0,Cancelled,2016-07-12 23:41:00,0,Night,Cancelled-City,23,0,1
3390,3697,Airport,136.0,Cancelled,2016-07-13 19:49:17,0,Evening,Cancelled-Airport,19,0,1
3391,4928,Airport,136.0,Cancelled,2016-07-14 18:16:03,0,Evening,Cancelled-Airport,18,0,1
3392,5663,City,136.0,Cancelled,2016-07-15 07:02:11,0,Morning,Cancelled-City,7,0,1
3393,164,City,137.0,Cancelled,2016-07-11 05:40:00,0,Early Morning,Cancelled-City,5,0,1
3394,2985,City,137.0,Cancelled,2016-07-13 07:05:11,0,Morning,Cancelled-City,7,0,1
